UID,Response ID,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Dallas Sites,"P-C Interactions, ECLS-B_READ",...8,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, HOME...15",...16,"P-C Interactions, HOME...17",...18,ECLSB_ALL,Parental Stress_PSOC #1,...21,Parental Stress_PSOC #2,R...23,Parental Stress_PSOC #3,R...25,Parental Stress_PSOC #5,R...27,Parental Stress_PSOC #8,R...29,Parental Stress_PSOC #10,...31,Parental Stress_PSOC #13,...33,Parental Stress_PSOC #15,...35,Parental Stress_PSOC #16,...37,Parental Stress_PSOC #17,...39,psoc_all,"P-C Interactions, FIQ SBI1",...42,"P-C Interactions, FIQ SBI2",...44,"P-C Interactions, FIQ SBI3",...46,"P-C Interactions, FIQ SBI4",...48,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...51,"P-C Interactions, FIQ HBI2",...53,"P-C Interactions, FIQ HBI3",...55,"P-C Interactions, FIQ HBI4",...57,"P-C Interactions, FIQ HBI5",...59,"P-C Interactions, FIQ HBI6",...61,"P-C Interactions, FIQ HBI8",...63,"P-C Interactions, FIQ HBI9",...65,"P-C Interactions, FIQ HBI10",...67,"P-C Interactions, FIQ HBI11",...69,"P-C Interactions, FIQ HBI12",...71,"P-C Interactions, FIQ HBI13",...73,fiqhb_all,"P-C Interactions, FIQ HSC3",...76,"P-C Interactions, FIQ HSC4",...78,"P-C Interactions, FIQ HSC5",...80,"P-C Interactions, FIQ HSC6",...82,"P-C Interactions, FIQ HSC7",...84,FIQHSC_ALL,Efficacy FES1,...87,Efficacy FES3,...89,Efficacy FES4,...91,Efficacy FES6,...93,FESFAM_ALL,Efficacy FES7,...96,Efficacy FES9,...98,Efficacy FES10,...100,Efficacy FES11,...102,Efficacy FES14,...104,FESADV_ALL,Belonging SCS1,R...107,Belonging SCS2,R...109,Belonging SCS3,R...111,Belonging SCS4,R...113,Belonging SCS5,R...115,Belonging SCS6,R...117,Belonging SCS7,...119,Belonging SCS10,...121,Belonging SCS11,...123,SCS_ALL,Kinder Readiness SPEAK1,FIVE...126,Kinder Readiness SPEAK2,FIVE...128,Kinder Readiness SPEAK3,FIVE...130,Kinder Readiness SPEAK4,...132,Kinder Readiness SPEAK5,...134,Kinder Readiness SPEAK6 - REVERSE,R...136,Kinder Readiness SPEAK7 - REVERSE,R...138,Kinder Readiness SPEAK9,...140,Kinder Readiness SPEAK10,...142,Kinder Readiness SPEAK11,...144,Kinder Readiness SPEAK12,...146,Kinder Readiness SPEAK13,...148,Kinder Readiness SPEAK13 - REVERSE,...150,Kinder Readiness SPEAK14,...152,Kinder Readiness SPEAK15,...154,SPEAK_ALL
NA,142,Partial,1990,Dallas,Oak Hurst,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Agree,2,Disagree,5,Disagree,5,Strongly Agree,1,Agree,5,Strongly Agree,6,Agree,5,Agree,5,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,Often,3,3,Always,4,Rarely,1,Often,3,Always,4,Sometimes,2,Sometimes,2,Often,3,Always,4,Often,3,Always,4,Always,4,N/A,0,34,N/A,0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,7,Often,4,Often,4,Always,5,Always,5,18,Always,5,NA,NA,Sometimes,3,Always,5,Often,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6928,178,Complete,1982,Dallas,Marcus,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,50,Often,3,Always,4,Always,4,Always,4,15,Always,4,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,47,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Slightly Agree,3,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Strongly Agree,6,50,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Strongly Agree,0,Strongly Agree,0,Disagree,3,Agree,1,Strongly Agree,0,Strongly Agree,0,Disagree,3,Strongly Agree,0,34
A8735,109,Complete,1985,Dallas,Silberstein,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Agree,2,Agree,2,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,Strongly Disagree,1,Agree,5,34,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Always,4,Always,4,Sometimes,2,Always,4,Always,4,Rarely,1,Always,4,Always,4,Always,4,Always,4,Always,4,42,N/A,0,Rarely,1,Often,3,Rarely,1,Rarely,1,6,Always,5,Always,5,Always,5,Always,5,20,Sometimes,3,Always,5,Sometimes,3,Always,5,Sometimes,3,19,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,"In preschool, 3 to 5 years",2,Disagree,3,Disagree,3,Disagree,1,Disagree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,39
A7154,635,Complete,1979,Dallas,Blanton,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Disagree,2,Somewhat Disagree,4,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,1,Disagree,2,Disagree,2,Somewhat Disagree,3,Strongly Disagree,1,31,N/A,0,Sometimes,2,Sometimes,2,Sometimes,2,6,Often,3,Often,3,Often,3,Often,3,Often,3,Always,4,Often,3,Always,4,Often,3,Always,4,Often,3,Always,4,40,Always,4,Often,3,Often,3,Often,3,Often,3,16,Often,4,Often,4,Often,4,Sometimes,3,15,Often,4,Often,4,Often,4,Often,4,Often,4,20,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,51,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Agree,3,Agree,3,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Agree,1,46
NA,146,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5987,451,Complete,1987,Dallas,Cochran,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Agree,5,Strongly Disagree,6,Disagree,5,Somewhat Disagree,4,Agree,2,Agree,5,Strongly Agree,6,Agree,5,Disagree,2,Strongly Agree,6,46,Often,3,Often,3,N/A,0,Often,3,9,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Always,4,Often,3,Always,4,Often,3,Often,3,38,Often,3,Always,4,Often,3,Often,3,Often,3,16,Often,4,Often,4,Often,4,Often,4,16,Often,4,Always,5,Often,4,Often,4,Sometimes,3,20,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Agree,5,Agree,5,Agree,5,49,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Disagree,3,Strongly Disagree,4,Disagree,3,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Agree,1,52
NA,148,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,149,Partial,1970,Dallas,Bethune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,150,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9912,48,Complete,1988,Dallas,Sims,Not at all,1,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,7,Agree,5,Agree,2,Agree,2,Strongly Disagree,6,Strongly Agree,1,Somewhat Agree,4,Agree,5,Disagree,2,Somewhat Agree,4,Strongly Agree,6,37,Rarely,1,N/A,0,N/A,0,Rarely,1,2,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,Rarely,1,N/A,0,19,N/A,0,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,6,Seldom,2,Sometimes,3,Seldom,2,Never,1,8,Never,1,Often,4,Seldom,2,Always,5,Never,1,13,Agree,2,Agree,2,Slightly Disagree,4,Agree,2,Slightly Agree,3,Agree,2,Agree,5,Slightly Agree,4,Slightly Agree,4,28,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Agree,3,Strongly Agree,0,Neutral,2,Neutral,2,Agree,1,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,Agree,1,43
A1973,236,Complete,1986,Dallas,Hooe,Not at all,1,Not at all,1,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,8,Agree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Strongly Agree,1,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Agree,5,39,N/A,0,Rarely,1,Sometimes,2,N/A,0,3,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Always,4,Often,3,Sometimes,2,27,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,12,Often,4,Always,5,Always,5,Always,5,19,Always,5,Always,5,Often,4,Always,5,Often,4,23,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Strongly Agree,4,Agree,3,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,47
NA,153,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6347,128,Complete,1981,Dallas,Pleasant Grove,1 to 2 times  a week,2,1 to 2 times a week,2,NA,NA,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,14,Somewhat Agree,4,Strongly Disagree,6,Disagree,5,Disagree,5,Disagree,5,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,Somewhat Disagree,3,Strongly Agree,6,48,N/A,0,Often,3,N/A,0,Often,3,6,Often,3,Often,3,Always,4,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Rarely,1,Always,4,Sometimes,2,Always,4,35,Always,4,Often,3,Always,4,Always,4,Sometimes,2,17,Sometimes,3,Often,4,Always,5,Sometimes,3,15,Sometimes,3,Seldom,2,Sometimes,3,Always,5,Often,4,17,Disagree,5,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Slightly Agree,4,Agree,5,49,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Neutral,2,Strongly Disagree,0,Agree,3,Neutral,2,Disagree,3,Agree,1,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Agree,1,39
NA,155,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,156,Disqualified,1988,Dallas,North Dallas 2,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Disagree,5,Somewhat Disagree,4,Somewhat Disagree,4,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Strongly Agree,6,43,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,26,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,10,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Often,4,Often,4,Sometimes,3,Often,4,Sometimes,3,18,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Slightly Disagree,3,Slightly Agree,4,Slightly Agree,4,41,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Disagree,3,Disagree,1,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Neutral,2,41
NA,157,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,158,Partial,1984,Dallas,Moseley,3 to 6 times a week,3,Not at all,1,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Agree,5,Agree,2,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1279,673,Complete,1990,Dallas,North Dallas 2,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,Disagree,2,Strongly Agree,6,48,Sometimes,2,Often,3,Always,4,Sometimes,2,11,Often,3,Always,4,Often,3,Often,3,Often,3,Always,4,Often,3,Always,4,Often,3,Always,4,Often,3,Often,3,40,Often,3,Often,3,Often,3,Always,4,Always,4,17,Always,5,Often,4,Always,5,Always,5,19,Always,5,Always,5,Always,5,Always,5,Often,4,24,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Disagree,2,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Disagree,3,Agree,3,Disagree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,45
NA,160,Partial,1979,Dallas,Pleasant Grove,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Somewhat Disagree,4,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,161,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,162,Partial,1979,Dallas,Pleasant Grove,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3564,196,Complete,1984,Dallas,Moseley,1 to 2 times  a week,2,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Strongly Agree,1,Agree,2,Agree,2,Strongly Agree,1,Somewhat Agree,4,Strongly Agree,6,Agree,5,Strongly Disagree,1,Agree,5,32,Sometimes,2,Often,3,Often,3,Often,3,11,Always,4,Often,3,Often,3,Always,4,Sometimes,2,Often,3,Often,3,Always,4,Often,3,Always,4,Always,4,Often,3,40,Always,4,Always,4,Often,3,Rarely,1,Always,4,16,Always,5,Always,5,Sometimes,3,Sometimes,3,16,Often,4,Always,5,Seldom,2,Always,5,Sometimes,3,19,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Agree,3,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,34,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Neutral,2,Agree,1,Strongly Disagree,4,Strongly Agree,0,Neutral,2,Neutral,2,39
A6712,306,Complete,1990,Dallas,Bethune,Every day,4,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,15,Somewhat Agree,4,Somewhat Disagree,4,Agree,2,Somewhat Disagree,4,Agree,2,Agree,5,Agree,5,Somewhat Disagree,3,Somewhat Disagree,3,Agree,5,37,N/A,0,Rarely,1,N/A,0,Sometimes,2,3,Often,3,Often,3,Always,4,Often,3,Often,3,Often,3,Often,3,Always,4,Often,3,Always,4,Always,4,N/A,0,37,Often,3,Sometimes,2,Often,3,Sometimes,2,Rarely,1,11,Often,4,Sometimes,3,Always,5,Sometimes,3,15,Often,4,Often,4,Seldom,2,Always,5,Often,4,19,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,4,Disagree,2,Slightly Disagree,3,Slightly Agree,4,38,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Agree,1,Neutral,2,Neutral,2,Neutral,2,Agree,1,Neutral,2,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,38
