UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,San Antonio Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A3496,206,2020-12-03T10:46:22Z,2020-12-09T14:34:06Z,Complete,1999,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,13,Agree,5,Disagree,5,Disagree,5,Agree,2,Agree,2,Agree,5,Strongly Agree,6,Agree,5,Disagree,2,Strongly Agree,6,43,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,6,Rarely,1,Always,4,Often,3,Always,4,Always,4,Often,3,Sometimes,2,Often,3,Often,3,Always,4,Often,3,Always,4,38,Often,3,Often,3,Always,4,Always,4,Rarely,1,15,Often,4,Often,4,Often,4,Often,4,16,Often,4,Often,4,Always,5,Often,4,Often,4,21,Disagree,5,Strongly Disagree,6,Disagree,5,Slightly Agree,3,Agree,2,Agree,2,Disagree,2,Agree,5,Agree,5,35,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Disagree,1,Agree,3,Strongly Agree,0,Strongly Disagree,4,Neutral,2,Disagree,3,Agree,1,Agree,1,Disagree,3,Strongly Agree,0,36
A9496,207,2020-12-03T12:12:58Z,2020-12-03T12:30:30Z,Complete,1985,San Antonio,Cortez Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,15,Agree,5,Agree,2,Agree,2,Disagree,5,Strongly Agree,1,Disagree,2,Agree,5,Somewhat Agree,4,Strongly Agree,6,Strongly Agree,6,38,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Always,4,Sometimes,2,Rarely,1,Rarely,1,N/A,0,17,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Never,1,Sometimes,3,Always,5,Seldom,2,11,Always,5,Seldom,2,Seldom,2,Always,5,Seldom,2,16,Agree,2,Agree,2,Agree,2,Agree,2,Strongly Agree,1,Agree,2,Agree,5,Agree,5,Disagree,2,23,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Neutral,2,Disagree,1,Agree,3,Strongly Agree,0,Disagree,3,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,42
A7318,208,2020-12-04T10:26:03Z,2020-12-04T10:57:55Z,Complete,1995,San Antonio,Fenley (School Based) Family Center,Every day,4,1 to 2 times a week,2,3 to 6 times a week,3,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,15,Agree,5,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,3,Strongly Agree,6,Agree,5,Agree,5,Disagree,2,Agree,5,43,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Always,4,Always,4,Always,4,Often,3,Often,3,Always,4,Always,4,Always,4,Always,4,Sometimes,2,42,Often,3,Often,3,Often,3,Sometimes,2,Always,4,15,Often,4,Often,4,Often,4,Always,5,17,Never,1,Always,5,Often,4,Often,4,Often,4,18,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Disagree,1,Agree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,39
A3638,210,2020-12-07T10:42:48Z,2020-12-07T10:52:54Z,Complete,1982,San Antonio,Cortez Family Center,3 to 6 times a week,3,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,19,Agree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,49,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Often,3,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Often,3,N/A,0,16,N/A,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,5,Always,5,Always,5,Sometimes,3,Often,4,17,Sometimes,3,Always,5,Seldom,2,Sometimes,3,Often,4,17,Slightly Agree,3,Agree,2,Slightly Agree,3,Agree,2,Strongly Disagree,6,Slightly Agree,3,Slightly Disagree,3,Slightly Disagree,3,Agree,5,30,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Disagree,3,Neutral,2,Agree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Neutral,2,50
A9594,211,2020-12-07T11:43:48Z,2020-12-07T12:01:20Z,Complete,1985,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,16,Strongly Disagree,1,Disagree,5,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,43,N/A,0,N/A,0,N/A,0,Often,3,3,Always,4,Always,4,Always,4,Always,4,Always,4,Rarely,1,Often,3,Always,4,Always,4,Always,4,Sometimes,2,Always,4,42,Always,4,Always,4,Always,4,Always,4,Rarely,1,17,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Slightly Agree,3,Slightly Agree,3,Disagree,5,Strongly Agree,1,Disagree,5,Disagree,5,Slightly Agree,4,Agree,5,Disagree,2,33,"As a baby, 6 to 12 months",4,"In preschool, 3 to 5 years",2,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Agree,1,Disagree,3,Agree,1,Disagree,3,33
A6528,212,2020-12-07T17:01:24Z,2020-12-07T17:16:11Z,Complete,1985,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,Every day,4,Every day,4,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,18,Somewhat Agree,4,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,49,Often,3,Often,3,Often,3,Always,4,13,Always,4,Always,4,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Always,4,Always,4,Often,3,Often,3,40,Often,3,Always,4,Often,3,Often,3,Often,3,16,Always,5,Often,4,Often,4,Often,4,17,Always,5,Often,4,Often,4,Always,5,Always,5,23,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Agree,3,Neutral,2,Disagree,3,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,46
A8675,213,2020-12-08T12:15:17Z,2020-12-08T12:23:20Z,Complete,1993,San Antonio,Cortez Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,16,Agree,5,Strongly Disagree,6,Somewhat Disagree,4,Somewhat Disagree,4,Disagree,5,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Agree,5,47,Sometimes,2,Always,4,Always,4,Sometimes,2,12,Always,4,Always,4,Often,3,Often,3,Always,4,Often,3,Often,3,Often,3,Often,3,Always,4,Always,4,Always,4,42,Always,4,Often,3,Always,4,Always,4,Often,3,18,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Disagree,2,Agree,5,42,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Disagree,1,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,37
A2231,215,2020-12-08T16:54:35Z,2020-12-08T17:03:52Z,Complete,1995,San Antonio,Fenley (School Based) Family Center,Not at all,1,1 to 2 times a week,2,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,13,Agree,5,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Somewhat Disagree,4,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Strongly Disagree,1,Strongly Agree,6,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Rarely,1,Often,3,Always,4,Sometimes,2,Often,3,Often,3,Always,4,Always,4,N/A,0,36,N/A,0,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,7,Often,4,Always,5,Always,5,Often,4,18,Always,5,Always,5,Never,1,Seldom,2,Never,1,14,Slightly Agree,3,Slightly Agree,3,Slightly Disagree,4,Agree,2,Slightly Agree,3,Slightly Agree,3,Disagree,2,Slightly Disagree,3,Slightly Agree,4,27,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Neutral,2,Strongly Agree,4,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,51
A1652,216,2020-12-08T17:04:07Z,2020-12-08T17:22:36Z,Complete,1986,San Antonio,Cortez Family Center,Not at all,1,Not at all,1,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,15,Agree,5,Agree,2,Strongly Agree,1,Somewhat Agree,3,Agree,2,Agree,5,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Agree,5,36,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Sometimes,2,Rarely,1,Often,3,Often,3,Rarely,1,Rarely,1,Sometimes,2,N/A,0,21,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Often,4,Sometimes,3,15,Always,5,Sometimes,3,Seldom,2,Often,4,Often,4,18,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,39,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Agree,1,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Disagree,3,Agree,1,36
A8183,217,2020-12-10T12:57:12Z,2020-12-10T13:31:17Z,Complete,1989,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,17,Somewhat Agree,4,Strongly Disagree,6,Agree,2,Strongly Disagree,6,Somewhat Agree,3,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Agree,4,Disagree,2,Somewhat Agree,4,38,N/A,0,Rarely,1,Rarely,1,Rarely,1,3,Sometimes,2,Often,3,Often,3,Sometimes,2,Sometimes,2,Always,4,Often,3,Often,3,Rarely,1,Often,3,Sometimes,2,Rarely,1,29,Often,3,Often,3,Often,3,Always,4,Sometimes,2,15,Often,4,Often,4,Often,4,Always,5,17,Sometimes,3,Always,5,Often,4,Sometimes,3,Sometimes,3,18,Disagree,5,Disagree,5,Slightly Agree,3,Agree,2,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,37,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Agree,3,Agree,3,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Agree,1,Neutral,2,Disagree,3,Neutral,2,41
A1379,218,2020-12-11T10:15:40Z,2020-12-11T10:33:06Z,Complete,1994,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,18,Somewhat Agree,4,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Somewhat Agree,4,Agree,5,39,Sometimes,2,Always,4,Always,4,Always,4,14,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Sometimes,2,Always,4,Always,4,Always,4,Always,4,44,Always,4,Always,4,Always,4,Sometimes,2,Always,4,18,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"In preschool, 3 to 5 years",2,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Agree,3,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Agree,1,45
A5649,221,2020-12-11T12:02:11Z,2020-12-11T12:10:58Z,Complete,1983,San Antonio,Cortez Family Center,Every day,4,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,20,Strongly Agree,6,Disagree,5,Disagree,5,Agree,2,Agree,2,Strongly Agree,6,Agree,5,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,44,N/A,0,Always,4,Always,4,Always,4,12,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,N/A,0,44,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Sometimes,3,Always,5,Always,5,23,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Agree,6,Agree,5,Strongly Agree,6,52,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Neutral,2,Neutral,2,Agree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Neutral,2,51
A1445,222,2020-12-11T12:28:05Z,2020-12-11T12:48:36Z,Complete,1991,San Antonio,Cortez Family Center,Not at all,1,Not at all,1,1 to 2 times a week,2,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,6,Somewhat Agree,4,Strongly Agree,1,Agree,2,Somewhat Agree,3,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Agree,5,Strongly Agree,6,Strongly Agree,6,36,N/A,0,Rarely,1,N/A,0,Rarely,1,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,14,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Seldom,2,Sometimes,3,Sometimes,3,11,Never,1,Sometimes,3,Never,1,Seldom,2,Often,4,11,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Agree,2,Agree,5,Slightly Agree,4,Strongly Agree,6,22,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Neutral,2,Disagree,3,Agree,3,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Neutral,2,39
A7361,225,2020-12-11T14:29:46Z,2020-12-11T14:41:40Z,Complete,1991,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,18,Agree,5,Agree,2,Agree,2,Agree,2,Agree,2,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,37,Always,4,Always,4,Always,4,Always,4,16,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,48,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Agree,2,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Agree,5,Agree,5,Strongly Agree,6,47,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,Agree,1,Strongly Disagree,4,Agree,3,Agree,3,Agree,1,Strongly Disagree,4,Agree,1,Disagree,3,Strongly Disagree,4,Agree,1,Agree,1,Agree,1,33
A4762,226,2020-12-12T19:55:58Z,2020-12-12T20:07:03Z,Complete,1994,San Antonio,Cortez Family Center,1 to 2 times  a week,2,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,20,Strongly Agree,6,Strongly Disagree,6,Agree,2,Somewhat Agree,3,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,43,N/A,0,Always,4,N/A,0,N/A,0,4,Always,4,Always,4,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,46,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Slightly Agree,3,Agree,2,Slightly Disagree,4,Slightly Agree,3,Slightly Disagree,4,Slightly Disagree,4,Agree,5,Agree,5,Slightly Agree,4,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Neutral,2,Disagree,3,Agree,3,Strongly Agree,4,Strongly Agree,0,Strongly Agree,0,Neutral,2,Strongly Agree,0,Disagree,3,Neutral,2,Neutral,2,Agree,1,37
A6474,229,2020-12-14T15:01:50Z,2020-12-14T15:09:02Z,Complete,2004,San Antonio,Cortez Family Center,Not at all,1,Not at all,1,Not at all,1,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,9,Agree,5,Somewhat Agree,3,Disagree,5,Agree,2,Agree,2,Agree,5,Somewhat Disagree,3,Agree,5,Somewhat Agree,4,Strongly Agree,6,40,Always,4,Always,4,Often,3,Always,4,15,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Sometimes,2,45,Always,4,Often,3,Always,4,Always,4,Always,4,19,Always,5,Sometimes,3,Always,5,Sometimes,3,16,Often,4,Always,5,Often,4,Sometimes,3,Often,4,20,Slightly Disagree,4,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Strongly Agree,1,Slightly Agree,4,Slightly Agree,4,Strongly Agree,6,38,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Strongly Agree,0,Strongly Agree,0,Strongly Agree,4,Agree,3,Agree,1,Agree,1,Agree,1,Neutral,2,Disagree,3,Strongly Agree,0,Strongly Agree,0,Strongly Agree,0,27
A1267,230,2020-12-15T17:01:33Z,2021-01-02T12:18:25Z,Complete,1993,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,17,Strongly Agree,6,Somewhat Agree,3,Strongly Disagree,6,Somewhat Agree,3,Agree,2,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Strongly Disagree,1,Strongly Agree,6,39,Rarely,1,Sometimes,2,Sometimes,2,Often,3,8,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,Rarely,1,Sometimes,2,27,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Often,3,11,Always,5,Sometimes,3,Often,4,Always,5,17,Often,4,Sometimes,3,Sometimes,3,Always,5,Always,5,20,Disagree,5,Slightly Agree,3,Agree,2,Slightly Disagree,4,Strongly Disagree,6,Slightly Agree,3,Slightly Agree,4,Slightly Agree,4,Agree,5,36,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Agree,1,Neutral,2,Neutral,2,Agree,3,Agree,1,Neutral,2,Disagree,3,Neutral,2,Neutral,2,Neutral,2,Agree,1,Neutral,2,35
A7836,231,2020-12-16T14:08:41Z,2020-12-16T14:25:09Z,Complete,1986,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,Every day,4,1 to 2 times a week,2,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,15,Agree,5,Strongly Disagree,6,Disagree,5,Somewhat Agree,3,Agree,2,Agree,5,Agree,5,Agree,5,Strongly Disagree,1,Strongly Agree,6,43,Often,3,Always,4,Often,3,Sometimes,2,12,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,48,Often,3,Always,4,Always,4,Always,4,Always,4,19,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Neutral,2,Neutral,2,Disagree,1,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Agree,1,Disagree,3,Disagree,3,Agree,1,Neutral,2,38
A1982,232,2020-12-17T12:43:52Z,2020-12-17T13:03:06Z,Complete,1984,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,13,Strongly Agree,6,Disagree,5,Strongly Disagree,6,Disagree,5,Somewhat Agree,3,Agree,5,Agree,5,Somewhat Agree,4,Strongly Disagree,1,Strongly Agree,6,46,N/A,0,Always,4,Often,3,N/A,0,7,Always,4,Rarely,1,Always,4,Often,3,Always,4,Often,3,Sometimes,2,Always,4,Often,3,Often,3,Always,4,N/A,0,35,N/A,0,Often,3,Often,3,Rarely,1,Always,4,11,Often,4,Often,4,Always,5,Often,4,17,Often,4,Often,4,Often,4,Often,4,Often,4,20,Strongly Disagree,6,Slightly Disagree,4,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,49,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Disagree,3,Neutral,2,Agree,3,Agree,1,Strongly Disagree,4,Agree,1,Agree,1,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,44
A7992,233,2020-12-21T09:55:49Z,2020-12-21T10:29:46Z,Complete,1981,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,14,Somewhat Agree,4,Disagree,5,Somewhat Agree,3,Disagree,5,Agree,2,Disagree,2,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Strongly Agree,6,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,23,N/A,0,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,7,Sometimes,3,Sometimes,3,Often,4,Sometimes,3,13,Sometimes,3,Often,4,Seldom,2,Seldom,2,Sometimes,3,14,Agree,2,Disagree,5,Agree,2,Slightly Agree,3,Agree,2,Disagree,5,Slightly Agree,4,Slightly Disagree,3,Slightly Disagree,3,29,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Agree,3,Strongly Agree,4,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,49
